1400.067,0.001648
1403.924,-0.000251
1407.781,-0.000949
1411.638,0.000433
1415.495,0.007262
1419.352,0.011344
1423.209,0.005266
1427.066,0.003167
1430.922,0.004143
1434.779,0.007133
1438.636,0.006049
1442.493,0.006486
1446.35,0.013843
1450.207,0.021574
1454.064,0.036658
1457.921,0.051347
1461.778,0.04868
1465.635,0.061584
1469.492,0.068138
1473.349,0.04426
1477.206,0.011744
1481.063,0.002547
1484.919,0.007409
1488.776,0.019483
1492.633,0.016472
1496.49,0.010225
1500.347,0.000775
1504.204,0.00363
1508.061,0.006545
1511.918,0.005023
1515.775,0.005185
1519.632,0.01358
1523.489,0.014144
1527.346,0.008846
1531.203,0.008359
1535.06,0.020097
1538.917,0.038778
1542.774,0.04471
1546.63,0.035971
1550.487,0.026512
1554.344,0.02947
1558.201,0.024699
1562.058,0.013656
1565.915,0.00498
1569.772,0.006641
1573.629,0.008144
1577.486,0.006652
1581.343,0.002567
1585.2,-0.000411
1589.057,0.000093
1592.914,0.001305
1596.771,0.001386
1600.628,0.001415
1604.484,0.002436
1608.341,0.003407
1612.198,0.005431
1616.055,0.007636
1619.912,0.008919
1623.769,0.006291
1627.626,0.002257
1631.483,0.003803
1635.34,0.008571
1639.197,0.011784
1643.054,0.019481
1646.911,0.037533
1650.768,0.052315
1654.625,0.051672
1658.481,0.041893
1662.338,0.031787
1666.195,0.026016
1670.052,0.020737
1673.909,0.013933
1677.766,0.010712
1681.623,0.012886
1685.48,0.010035
1689.337,0.001579
1693.194,0.002329
1697.051,0.010113
1700.908,0.012231
1704.765,0.00523
1708.622,0.002045
1712.479,0.014773
1716.336,0.04538
1720.192,0.080369
1724.049,0.104581
1727.906,0.130568
1731.763,0.165626
1735.62,0.176228
1739.477,0.144921
1743.334,0.101866
1747.191,0.071098
1751.048,0.043001
1754.905,0.018294
1758.762,0.005741
1762.619,0.000362
1766.476,0.001627
1770.333,0.005634
1774.189,0.005904
1778.047,0.002329
1781.903,0.000153
1785.76,0.001269
1789.617,0.005
1793.474,0.008475
1797.331,0.008145
1801.188,0.005417
1805.045,0.001673
1808.902,0.002875
1812.759,0.002178
1816.616,-0.000218
1820.473,0.000657
1824.33,0.00504
1828.187,0.008667
1832.044,0.004568
1835.9,0.000911
1839.758,0.002762
1843.614,0.008493
1847.471,0.005123
1851.328,-0.001214
1855.185,-0.002429
1859.042,-0.001441
1862.899,0.000782
1866.756,0.007704
1870.613,0.005594
1874.47,-0.001501
1878.327,-0.002348
1882.184,-0.001712
1886.041,0.000419
1889.898,0.001975
1893.754,0.001192
1897.611,-0.000683
