1400.067,0.000854
1403.924,0.001958
1407.781,0.000898
1411.638,0.00214
1415.495,0.00673
1419.352,0.006673
1423.209,0.000958
1427.066,-0.000017
1430.922,0.002084
1434.779,0.008576
1438.636,0.017333
1442.493,0.026408
1446.35,0.037875
1450.207,0.050841
1454.064,0.065307
1457.921,0.082886
1461.778,0.090528
1465.635,0.108931
1469.492,0.110399
1473.349,0.067715
1477.206,0.031853
1481.063,0.024395
1484.919,0.026516
1488.776,0.034849
1492.633,0.034591
1496.49,0.023265
1500.347,0.007597
1504.204,0.001714
1508.061,0.001158
1511.918,0.000292
1515.775,0.001528
1519.632,0.00621
1523.489,0.007796
1527.346,0.007375
1531.203,0.011183
1535.06,0.021438
1538.917,0.03789
1542.774,0.047497
1546.63,0.046015
1550.487,0.037352
1554.344,0.031062
1558.201,0.019617
1562.058,0.007789
1565.915,0.001157
1569.772,0.001785
1573.629,0.00257
1577.486,0.002225
1581.343,0.001625
1585.2,0.001329
1589.057,0.002052
1592.914,0.002373
1596.771,0.002863
1600.628,0.003296
1604.484,0.004274
1608.341,0.00474
1612.198,0.005449
1616.055,0.005442
1619.912,0.005092
1623.769,0.002453
1627.626,0.001131
1631.483,0.004764
1635.34,0.014497
1639.197,0.024615
1643.054,0.042207
1646.911,0.071953
1650.768,0.104911
1654.625,0.120761
1658.481,0.11395
1662.338,0.092271
1666.195,0.068227
1670.052,0.047811
1673.909,0.03218
1677.766,0.023676
1681.623,0.019347
1685.48,0.012899
1689.337,0.004217
1693.194,0.001343
1697.051,0.002114
1700.908,0.001563
1704.765,-0.000613
1708.622,0.001566
1712.479,0.016358
1716.336,0.051935
1720.192,0.098854
1724.049,0.14063
1727.906,0.182429
1731.763,0.2305
1735.62,0.248648
1739.477,0.218939
1743.334,0.167837
1747.191,0.119549
1751.048,0.073357
1754.905,0.035411
1758.762,0.014904
1762.619,0.003878
1766.476,0.000828
1770.333,0.001558
1774.189,0.001872
1778.047,0.000876
1781.903,0.000639
1785.76,0.001088
1789.617,0.002562
1793.474,0.004124
1797.331,0.004112
1801.188,0.002866
1805.045,0.001231
1808.902,0.001804
1812.759,0.001493
1816.616,0.000354
1820.473,0.000918
1824.33,0.002687
1828.187,0.004197
1832.044,0.002079
1835.9,0.000365
1839.758,0.000992
1843.614,0.00348
1847.471,0.001959
1851.328,-0.001053
1855.185,-0.001794
1859.042,-0.001389
1862.899,-0.000432
1866.756,0.002794
1870.613,0.001968
1874.47,-0.001378
1878.327,-0.00189
1882.184,-0.001697
1886.041,-0.000603
1889.898,0.000277
1893.754,-0.00005
1897.611,-0.000985
